query,working_ips,broken_ips,working_types,broken_types,working_rcodes,broken_rcodes,note
exo.nel.measure.office.net,,,,,,,No difference detected
extension.femetrics.grammarly.io,,,,,,,No difference detected
extremecloudiq.com,,,,,,,No difference detected
f604414692f2df48333e8204fb7715c3.fp.measure.office.com,,,,,,,No difference detected
fb788ee3e13c37e386c4fc5c50068dbd4f2d37ac192335d0d1dfd07cb52635b.us-east-1.prod.service.minerva.devices.a2z.com,,,,,,,No difference detected
fd-api-iris.trafficmanager.net,,,,,,,No difference detected
fd.api.iris.microsoft.com,,,,,,,No difference detected
fe-pew1-ext-openapi-lb-547958838.eu-west-1.elb.amazonaws.com,,,,,,,No difference detected
fe3cr.delivery.mp.microsoft.com,,,,,,,No difference detected
feature-r.wbx2.com,,,,,,,No difference detected
ffa8df3d-73bb-452c-9d6b-e1a06abf04ce.rddiagnostics-g-us-r1.wvd.microsoft.com,,,,,,,No difference detected
files-api-r.wbx2.com,,,,,,,No difference detected
files-prod-us-west-2.webexcontent.com,,,,,,,No difference detected
files.ivaws.com,,,,,,,No difference detected
filtering-r.wbx2.com,,,,,,,No difference detected
firebaselogging.googleapis.com,,,,,,,No difference detected
firebaseremoteconfig.googleapis.com,,,,,,,No difference detected
firebaseremoteconfigrealtime.googleapis.com,,,,,,,No difference detected
fls-na.amazon.com,,,,,,,No difference detected
fp-us-att.rcs.telephony.goog,,,,,,,No difference detected
fpc.msedge.net,,,,,,,No difference detected
fs01.elwyn.org,,,,,,,No difference detected
fscdn.eppo.cloud,,,,,,,No difference detected
g-msn-afd.trafficmanager.net,,,,,,,No difference detected
g.live.com,,,,,,,No difference detected
gateway-prod-gw-eastus-5-tls10-g2.eastus.cloudapp.azure.com,,,,,,,No difference detected
gateway.facebook.com,,,,,,,No difference detected
gateway.grammarly.com,,,,,,,No difference detected
gateway.instagram.com,,,,,,,No difference detected
gateway.prod.us-east-1.forester.a2z.com,,,,,,,No difference detected
gbl.his.arc.azure.com,,,,,,,No difference detected
gbl.his.hybridcompute.trafficmanager.net,,,,,,,No difference detected
gcs.prod.monitoring.core.windows.net,,,,,,,No difference detected
geo.clients.config.office.akadns.net,,,,,,,No difference detected
geoprox-js-sdk.datadome.co,,,,,,,No difference detected
geover.prod.do.dsp.mp.microsoft.com,,,,,,,No difference detected
gig-warm-prod-qos.trafficmanager.net,,,,,,,No difference detected
global.handler.control.monitor.azure.com,,,,,,,No difference detected
global.in.ai.monitor.azure.com,,,,,,,No difference detected
global.telemetry.insights.video.a2z.com,,,,,,,No difference detected
gnar.grammarly.com,,,,,,,No difference detected
go.trouter.teams.microsoft.com,,,,,,,No difference detected
goldeneagle.elwyn.org,,,,,,,No difference detected
googleads.g.doubleclick.net,,,,,,,No difference detected
googlehosted.l.googleusercontent.com,,,,,,,No difference detected
graph-next.fp.measure.office.com,,,,,,,No difference detected
graph.facebook.com,,,,,,,No difference detected
graph.microsoft.com,,,,,,,No difference detected
gspe79-cdn.g.aaplimg.com,,,,,,,No difference detected
gspe79-ssl.ls.apple.com,,,,,,,No difference detected
gue1-spclient.spotify.com,,,,,,,No difference detected
hosted-frontend-2020-558732567.us-east-1.elb.amazonaws.com,,,,,,,No difference detected
i.ytimg.com,,,,,,,No difference detected
ib.isappcloud.com,,,,,,,No difference detected
idbroker-b-us.webex.com,,,,,,,No difference detected
identity-b-us.webex.com,,,,,,,No difference detected
identity.nel.measure.office.net,,,,,,,No difference detected
images.outbrainimg.com,,,,,,,No difference detected
img-s-msn-com.akamaized.net,,,,,,,No difference detected
incidents.diagnostics.office.com,,,,,,,No difference detected
insights-r.webex.com,,,,,,,No difference detected
internal.cashappapi.com,,,,,,,No difference detected
iphone-ld.apple.com,,,,,,,No difference detected
iphone-ld.v.aaplimg.com,,,,,,,No difference detected
ipv4-cses-oms-eus-az02-prod.eastus.cloudapp.azure.com,,,,,,,No difference detected
ipv4-cses-oms-eus-prod.eastus.cloudapp.azure.com,,,,,,,No difference detected
ipv4-eus-oi-ods-cses-h.eastus.cloudapp.azure.com,,,,,,,No difference detected
ipv4-eus-oi-ods-cses-i.eastus.cloudapp.azure.com,,,,,,,No difference detected
ipv4probe.office.com,,,,,,,No difference detected
itunes.apple.com,,,,,,,No difference detected
jabber-integration-r.wbx2.com,,,,,,,No difference detected
janus-r.wbx2.com,,,,,,,No difference detected
jeffreypine.elwyn.org,,,,,,,No difference detected
js.klarna.com,,,,,,,No difference detected
kdfw7.sips.vonageservices.com,,,,,,,No difference detected
kinesis.us-east-1.amazonaws.com,,,,,,,No difference detected
kphx6.sips.vonageservices.com,,,,,,,No difference detected
kslc6.sips.vonageservices.com,,,,,,,No difference detected
kv601.prod.do.dsp.mp.microsoft.com,,,,,,,No difference detected
kv801.prod.do.dsp.mp.microsoft.com,,,,,,,No difference detected
lh3.googleusercontent.com,,,,,,,No difference detected
liberty.logs.roku.com,,,,,,,No difference detected
license-r.wbx2.com,,,,,,,No difference detected
locationhistoryaggregates-pa.googleapis.com,,,,,,,No difference detected
locus-r.wbx2.com,,,,,,,No difference detected
login.live.com,,,,,,,No difference detected
login.microsoftonline.com,,,,,,,No difference detected
logs.netflix.com,,,,,,,No difference detected
logs.us-east-2.internal.dradis.netflix.com,,,,,,,No difference detected
loki.delve.office.com,,,,,,,No difference detected
ls-recog.fing.com,,,,,,,No difference detected
lyra-r.wbx2.com,,,,,,,No difference detected
m365.cloud.microsoft,,,,,,,No difference detected
m365cdn.nel.measure.office.net,,,,,,,No difference detected
mail.yahoo.com,,,,,,,No difference detected
manage.agent-cluster1.prod.us001-prod.arcticwolf.net,,,,,,,No difference detected
manage.agent-cluster2.prod.us001-prod.arcticwolf.net,,,,,,,No difference detected
manage.agent-cluster3.prod.us001-prod.arcticwolf.net,,,,,,,No difference detected
mansueto.map.fastly.net,,,,,,,No difference detected
mask-api.fe2.apple-dns.net,,,,,,,No difference detected
mask.apple-dns.net,,,,,,,No difference detected
mask.icloud.com,,,,,,,No difference detected
maupdateaccount.blob.core.windows.net,,,,,,,No difference detected
mcdp-nydc1.outbrain.com,,,,,,,No difference detected
md-hdd-0d4n3lsj52tn.z19.blob.storage.azure.net,,,,,,,No difference detected
md-hdd-vq0kcnvcn3rh.z13.blob.storage.azure.net,,,,,,,No difference detected
md-prod-simcon-ip0.westus.cloudapp.azure.com,,,,,,,No difference detected
md-prod-simcon-ip1.westus.cloudapp.azure.com,,,,,,,No difference detected
md-prod-simcon-ip128.eastus2.cloudapp.azure.com,,,,,,,No difference detected
mdav.us.endpoint.security.microsoft.com,,,,,,,No difference detected
meeting-container-r.wbx2.com,,,,,,,No difference detected
meetings.googleapis.com,,,,,,,No difference detected
mercury-connection-partition1-r.wbx2.com,,,,,,,No difference detected
metricsedge-continent-wrr.v.aaplimg.com,,,,,,,No difference detected
metrozone.newsroomlabs.com,,,,,,,No difference detected
microsoft.microsoftofficehub,,,,,,,No difference detected
mimosa.elwyn.org,,,,,,,No difference detected
mobile.events.data.microsoft.com,,,,,,,No difference detected
moe.fhr.net,,,,,,,No difference detected
mps-mde-prd-eus2-14.eastus2.cloudapp.azure.com,,,,,,,No difference detected
mqtt-mini.c10r.facebook.com,,,,,,,No difference detected
mqtt-mini.facebook.com,,,,,,,No difference detected
mqtt.c10r.facebook.com,,,,,,,No difference detected
mrs-jfk02-dfw02.webex.com,,,,,,,No difference detected
ms.applovin.com,,,,,,,No difference detected
msh.amazon.com,,,,,,,No difference detected
mv.outbrain.com,,,,,,,No difference detected
n.sni.global.fastly.net,,,,,,,No difference detected
na3-app.docusign.net,,,,,,,No difference detected
nam.loki.delve.office.com,,,,,,,No difference detected
netserver.prod.eastus2.kubernetes.azure.cudaops.com,,,,,,,No difference detected
nexusrules.officeapps.live.com,,,,,,,No difference detected
ngx-v4.amp-endpoint2.com,,,,,,,No difference detected
ngx-v6.amp-endpoint2.com,,,,,,,No difference detected
ngx-v6.amp-endpoint2.com.elwyn.org,,,,,,,No difference detected
nleditor.osi.office.net,,,,,,,No difference detected
north-america-mask.wrr.me.apple-dns.net,,,,,,,No difference detected
notifications-pa.googleapis.com,,,,,,,No difference detected
nps-collector-service-a.wbx2.com,,,,,,,No difference detected
nydc1.outbrain.org,,,,,,,No difference detected
o-sdk.mediation.unity3d.com,,,,,,,No difference detected
oauth-helper-prod.wbx2.com,,,,,,,No difference detected
oauth-helper-r.wbx2.com,,,,,,,No difference detected
oauth.officeapps.live.com,,,,,,,No difference detected
oauth2.googleapis.com,,,,,,,No difference detected
oauthaccountmanager.googleapis.com,,,,,,,No difference detected
ocsp.digicert.com,,,,,,,No difference detected
ocsp.entrust.net,,,,,,,No difference detected
ocws.officeapps.live.com,,,,,,,No difference detected
odb.outbrain.com,,,,,,,No difference detected
odc.officeapps.live.com,,,,,,,No difference detected
ods.trafficmanager.net,,,,,,,No difference detected
oec16-normal-useast5.tiktokv.us,,,,,,,No difference detected
oec19-normal-useast5.tiktokv.us,,,,,,,No difference detected
oneclient.sfx.ms,,,,,,,No difference detected
onedscolprdcus11.centralus.cloudapp.azure.com,,,,,,,No difference detected
onedscolprdcus20.centralus.cloudapp.azure.com,,,,,,,No difference detected
onedscolprdeus07.eastus.cloudapp.azure.com,,,,,,,No difference detected
onedscolprdeus10.eastus.cloudapp.azure.com,,,,,,,No difference detected
onedscolprdeus19.eastus.cloudapp.azure.com,,,,,,,No difference detected
onedscolprdeus23.eastus.cloudapp.azure.com,,,,,,,No difference detected
onedscolprdneu18.northeurope.cloudapp.azure.com,,,,,,,No difference detected
onedscolprdwus04.westus.cloudapp.azure.com,,,,,,,No difference detected
onedscolprdwus06.westus.cloudapp.azure.com,,,,,,,No difference detected
ooc-g2.tm-4.office.com,,,,,,,No difference detected
osiprod-ncus-buff-azsc-000.northcentralus.cloudapp.azure.com,,,,,,,No difference detected
outbrain.map.fastly.net,,,,,,,No difference detected
outlook-ww-perf-2.tm-4.office.com,,,,,,,No difference detected
outlook.cloud.microsoft,,,,,,,No difference detected
outlook.ms-acdc.office.com,,,,,,,No difference detected
outlook.office.com,,,,,,,No difference detected
outlook.office365.com,,,,,,,No difference detected
p-static.bing.trafficmanager.net,,,,,,,No difference detected
p-th.bing.com.trafficmanager.net,,,,,,,No difference detected
p19-oec-ttp.tiktokcdn-us.com,,,,,,,No difference detected
p19-oec-va.ibyteimg.com,,,,,,,No difference detected
p2p-ord1.discovery.steamserver.net,,,,,,,No difference detected
pagead2.googlesyndication.com,,,,,,,No difference detected
pancake.apple.com,,,,,,,No difference detected
pancake.g.aaplimg.com,,,,,,,No difference detected
partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-013.ic3-edf-trouter.01-northcentralus-prod.cosmic.office.net,,,,,,,No difference detected
partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-481.ic3-edf-trouter.01-westus-prod.cosmic.office.net,,,,,,,No difference detected
partition-cname-trouter-ic3-edf-trouter-service-trouter-2.d02-033.ic3-edf-trouter.01-westus-prod.cosmic.office.net,,,,,,,No difference detected
partition-cname-trouter-ic3-edf-trouter-service-trouter-2.d02-117.ic3-edf-trouter.01-eastus2-prod.cosmic.office.net,,,,,,,No difference detected
partition-cname-trouter.pub-ent-usnc-04.ic3-edf-trouter.northcentralus-prod.cosmic.office.net,,,,,,,No difference detected
partition-cname-trouter.pub-ent-usnc-07.ic3-edf-trouter.northcentralus-prod.cosmic.office.net,,,,,,,No difference detected
partition-cname-trouter.pub-ent-usnc-16.ic3-edf-trouter.northcentralus-prod.cosmic.office.net,,,,,,,No difference detected
partition-cname-trouter.pub-ent-ussc-05.ic3-edf-trouter.southcentralus-prod.cosmic.office.net,,,,,,,No difference detected
partition-cname-trouter.pub-ent-ussc-11.ic3-edf-trouter.southcentralus-prod.cosmic.office.net,,,,,,,No difference detected
partition-cname-trouter.pub-ent-uswe-03.ic3-edf-trouter.westus-prod.cosmic.office.net,,,,,,,No difference detected
partition-cname-trouter.pub-ent-uswe-09.ic3-edf-trouter.westus-prod.cosmic.office.net,,,,,,,No difference detected
people.webex.com,,,,,,,No difference detected
pgtmx1-word-telemetry-vip.officeapps.live.com,,,,,,,No difference detected
photosdata-pa.googleapis.com,,,,,,,No difference detected
play.google.com,,,,,,,No difference detected
play.googleapis.com,,,,,,,No difference detected
pool.ntp.org,,,,,,,No difference detected
portal.fb.com,,,,,,,No difference detected
prod-agic-ncu-2.northcentralus.cloudapp.azure.com,,,,,,,No difference detected
prod-aore-general.svc.webex.com,,,,,,,No difference detected
prod-data.acquisition.grammarlyaws.com,,,,,,,No difference detected
prod-eus-resolver.naturallanguageeditorservice.osi.office.net.akadns.net,,,,,,,No difference detected
prod-scout-reg.rootsoc.com,,,,,,,No difference detected
prod1.naturallanguageeditorservice.osi.office.net.akadns.net,,,,,,,No difference detected
proximity-a.wbx2.com,,,,,,,No difference detected
pub-ent-usea2-03-t.trouter.teams.microsoft.com,,,,,,,No difference detected
pub-ent-usea2-17-t.trouter.teams.microsoft.com,,,,,,,No difference detected
pub-ent-usnc-04-t.trouter.teams.microsoft.com,,,,,,,No difference detected
pub-ent-usnc-07-t.trouter.teams.microsoft.com,,,,,,,No difference detected
pub-ent-usnc-16-t.trouter.teams.microsoft.com,,,,,,,No difference detected
pub-ent-ussc-05-t.trouter.teams.microsoft.com,,,,,,,No difference detected
pub-ent-ussc-11-t.trouter.teams.microsoft.com,,,,,,,No difference detected
pub-ent-uswe-03-t.trouter.teams.microsoft.com,,,,,,,No difference detected
pub-ent-uswe-12-t.trouter.teams.microsoft.com,,,,,,,No difference detected
pubads.g.doubleclick.net,,,,,,,No difference detected
pus5-collabhubrtc.officeapps.live.com,,,,,,,No difference detected
pus5-vipcollabrtc.officeapps.live.com,,,,,,,No difference detected
qos.prod.warm.ingest.monitor.core.windows.net,,,,,,,No difference detected
query.ess-apple.com.akadns.net,,,,,,,No difference detected
query.ess.apple.com,,,,,,,No difference detected
r.bing.com,,,,,,,No difference detected
raindrop-r.wbx2.com,,,,,,,No difference detected
recognition.lansweeper.com,,,,,,,No difference detected
reminder-r.wbx2.com,,,,,,,No difference detected
res.cdn.office.net,,,,,,,No difference detected
res.public.onecdn.static.microsoft,,,,,,,No difference detected
restofworld.org,,,,,,,No difference detected
ricesedge.elwyn.org,,,,,,,No difference detected
roaming.officeapps.live.com,,,,,,,No difference detected
root.pnn.obihai.com,,,,,,,No difference detected
rosebud.elwyn.org,,,,,,,No difference detected
rosethorn.elwyn.org,,,,,,,No difference detected
rr1---sn-uhvcpax0n5-28qe.a1.googlevideo.com,,,,,,,No difference detected
rr2---sn-2ipaatpm-2iae.googlevideo.com,,,,,,,No difference detected
rr3---sn-vgqskns7.googlevideo.com,,,,,,,No difference detected
rt.applovin.com,,,,,,,No difference detected
rupload.facebook.com,,,,,,,No difference detected
s.innovid.com,,,,,,,No difference detected
s6-mst.vonageservices.com,,,,,,,No difference detected
safebrowsing.googleapis.com,,,,,,,No difference detected
saintpeterspalm.elwyn.org,,,,,,,No difference detected
sandoak.elwyn.org,,,,,,,No difference detected
scar-shared.unityads.unity3d.com,,,,,,,No difference detected
scar.unityads.unity3d.com,,,,,,,No difference detected
sch-15189.mosyle.com,,,,,,,No difference detected
scontent-iad3-2.xx.fbcdn.net,,,,,,,No difference detected
scontent.xx.fbcdn.net,,,,,,,No difference detected
scs.samsungqbe.com,,,,,,,No difference detected
sdk-01.moengage.com,,,,,,,No difference detected
secure-us.vtwenty.com,,,,,,,No difference detected
security.ubuntu.com,,,,,,,No difference detected
self-events-data.trafficmanager.net,,,,,,,No difference detected
self.events.data.microsoft.com,,,,,,,No difference detected
server.agent-cluster1.prod.us001-prod.arcticwolf.net,,,,,,,No difference detected
server.agent-cluster2.prod.us001-prod.arcticwolf.net,,,,,,,No difference detected
server.agent-cluster3.prod.us001-prod.arcticwolf.net,,,,,,,No difference detected
service-concierge.clusters.pluto.tv,,,,,,,No difference detected
service-status.webex.com,,,,,,,No difference detected
settings-prod-uks-1.uksouth.cloudapp.azure.com,,,,,,,No difference detected
settings-service-r.wbx2.com,,,,,,,No difference detected
settings-win.data.microsoft.com,,,,,,,No difference detected
shiftnews.com,,,,,,,No difference detected
signaler-pa.clients6.google.com,,,,,,,No difference detected
skydrive.wns.windows.com,,,,,,,No difference detected
smb-admin-service-r.wbx2.com,,,,,,,No difference detected
sn.splashtop.com,,,,,,,No difference detected
spectrum.s3.amazonaws.com,,,,,,,No difference detected
spo-ring.msedge.net,,,,,,,No difference detected
spov-ring-fallback.msedge.net,,,,,,,No difference detected
srcgw.api.splashtop.com,,,,,,,No difference detected
ssl.gstatic.com,,,,,,,No difference detected
st2-v3-dc.splashtop.com,,,,,,,No difference detected
star-mini.c10r.facebook.com,,,,,,,No difference detected
statics.teams.cdn.office.net,,,,,,,No difference detected
stats.pandora.com,,,,,,,No difference detected
status.webex.com,,,,,,,No difference detected
statusuniflowonline.azureedge.net,,,,,,,No difference detected
store-images.s-microsoft.com,,,,,,,No difference detected
stun.azure.com,,,,,,,No difference detected
substrate.office.com,,,,,,,No difference detected
substrate.svc.cloud.microsoft,,,,,,,No difference detected
swallow-apple-com.v.aaplimg.com,,,,,,,No difference detected
t-odx.op-mobile.opera.com,,,,,,,No difference detected
tdupdater,,,,,,,No difference detected
tdupdater.elwyn.org,,,,,,,No difference detected
teams-ring-fallback.msedge.net,,,,,,,No difference detected
teams.cloud.microsoft,,,,,,,No difference detected
teams.events.data.microsoft.com,,,,,,,No difference detected
teams.microsoft.com,,,,,,,No difference detected
telemetry-geo.docusign.net.akadns.net,,,,,,,No difference detected
telemetry.docusign.net,,,,,,,No difference detected
th.bing.com,,,,,,,No difference detected
theconversation.com,,,,,,,No difference detected
time.apple.com,,,,,,,No difference detected
time.google.com,,,,,,,No difference detected
tm-eu2-prod-adms-fe.trafficmanager.net,,,,,,,No difference detected
tm-sdk.platinumai.net,,,,,,,No difference detected
tpt.mediaplex.com,,,,,,,No difference detected
tr-ofc-atm.office.com,,,,,,,No difference detected
tr-ooc-atm-preprod.office.com,,,,,,,No difference detected
tr-ssc-mira.office.com,,,,,,,No difference detected
trouter-atm-pub-ent.trafficmanager.net,,,,,,,No difference detected
turing-writingassistance.edge.microsoft.com,,,,,,,No difference detected
turing-writingassistance.edge.microsoft.com.b-0005.b-msedge.net,,,,,,,No difference detected
u2c-r.wbx2.com,,,,,,,No difference detected
uhs-prod-cluster-ipv6.centraluseuap.cloudapp.azure.com,,,,,,,No difference detected
umsa4s5cv5qvrkpxlmjq.blob.core.windows.net,,,,,,,No difference detected
umsadn2d3rcl0hlww3bv.blob.core.windows.net,,,,,,,No difference detected
umsanxck4gvg3rq3n3k5.blob.core.windows.net,,,,,,,No difference detected
umsar2wm1s35xbc0mlwl.blob.core.windows.net,,,,,,,No difference detected
unagi-na.amazon.com,,,,,,,No difference detected
uncch.hosted.panopto.com,,,,,,,No difference detected
unifi.elwyn.org,,,,,,,No difference detected
unitedstates.cp.wd.microsoft.com,,,,,,,No difference detected
unitedstates.smartscreen.microsoft.com,,,,,,,No difference detected
update.googleapis.com,,,,,,,No difference detected
upload.fp.measure.office.com,,,,,,,No difference detected
upp160czpqzwgj4f1xnc4i9jdf5hv1756937172.uaid.vtwenty.com,,,,,,,No difference detected
us-mobile.events.data.microsoft.com,,,,,,,No difference detected
us-v10c.events.data.microsoft.com,,,,,,,No difference detected
us-v20.events.data.microsoft.com,,,,,,,No difference detected
us-v20.events.data.trafficmanager.net,,,,,,,No difference detected
us-v20.events.endpoint.security.microsoft.com,,,,,,,No difference detected
us.events.data.trafficmanager.net,,,,,,,No difference detected
us.vortex-win.data.microsoft.com,,,,,,,No difference detected
us1.ocws1.live.com.akadns.net,,,,,,,No difference detected
us1.odcsm1.live.com.akadns.net,,,,,,,No difference detected
usc-collabrtc-geo.rtc.trafficmanager.net,,,,,,,No difference detected
usc-collabrtc.officeapps.live.com,,,,,,,No difference detected
usc-excel-geo.wac.trafficmanager.net,,,,,,,No difference detected
usc-excel.officeapps.live.com,,,,,,,No difference detected
usc-excel.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net,,,,,,,No difference detected
usc-word-edit.officeapps.live.com,,,,,,,No difference detected
usc-word-edit.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net,,,,,,,No difference detected
usersub-r.wbx2.com,,,,,,,No difference detected
usiothubuniflow.azure-devices.net,,,,,,,No difference detected
vas.samsungapps.com,,,,,,,No difference detected
vast-use1.extremereach.io,,,,,,,No difference detected
vast2-dual-124287323.us-east-1.elb.amazonaws.com,,,,,,,No difference detected
vm112-proxy-appproxy-eus-bl2p-1.connector.msappproxy.net,,,,,,,No difference detected
vm112.proxy-appproxy-eus-bl2p-1.eastus.cloudapp.azure.com,,,,,,,No difference detected
vm19-proxy-appproxy-cus-dm2p-4.connector.msappproxy.net,,,,,,,No difference detected
vm20-proxy-appproxy-eus-bl2p-1.connector.msappproxy.net,,,,,,,No difference detected
vm21-proxy-appproxy-cus-dm2p-4.connector.msappproxy.net,,,,,,,No difference detected
vm21.proxy-appproxy-cus-dm2p-4.centralus.cloudapp.azure.com,,,,,,,No difference detected
vm3-proxy-appproxy-cus-dm2p-4.connector.msappproxy.net,,,,,,,No difference detected
vm31-proxy-appproxy-eus-bl2p-1.connector.msappproxy.net,,,,,,,No difference detected
vm36-proxy-appproxy-cus-dm2p-4.connector.msappproxy.net,,,,,,,No difference detected
vm36.proxy-appproxy-cus-dm2p-4.centralus.cloudapp.azure.com,,,,,,,No difference detected
vm41-proxy-appproxy-cus-dm2p-4.connector.msappproxy.net,,,,,,,No difference detected
vm41.proxy-appproxy-cus-dm2p-4.centralus.cloudapp.azure.com,,,,,,,No difference detected
vm45-proxy-appproxy-eus-bl2p-1.connector.msappproxy.net,,,,,,,No difference detected
vm46-proxy-appproxy-eus-bl2p-1.connector.msappproxy.net,,,,,,,No difference detected
vm46.proxy-appproxy-eus-bl2p-1.eastus.cloudapp.azure.com,,,,,,,No difference detected
vm62-proxy-appproxy-cus-dm2p-4.connector.msappproxy.net,,,,,,,No difference detected
vstelemetry.trafficmanager.net,,,,,,,No difference detected
wabi-us-east2-d-primary-comp-ev2.eastus2.cloudapp.azure.com,,,,,,,No difference detected
wabi-us-east2-d-primary-redirect.analysis.windows.net,,,,,,,No difference detected
wac-ring-fallback.msedge.net,,,,,,,No difference detected
wac-ring.msedge.net,,,,,,,No difference detected
wateroak.elwyn.org,,,,,,,No difference detected
wd-prod-cp-us-east-1-fe.eastus.cloudapp.azure.com,,,,,,,No difference detected
wd-prod-cp-us-east-2-fe.eastus.cloudapp.azure.com,,,,,,,No difference detected
wd-prod-cp-us-west-4-fe.westus.cloudapp.azure.com,,,,,,,No difference detected
wd-prod-cp-us.trafficmanager.net,,,,,,,No difference detected
wdatp-prd-eus2-10.eastus2.cloudapp.azure.com,,,,,,,No difference detected
wdm-r.wbx2.com,,,,,,,No difference detected
web-authentication-r.wbx2.com,,,,,,,No difference detected
web-fallback.facebook.com,,,,,,,No difference detected
web.facebook.com,,,,,,,No difference detected
webcast-ws16-normal-useast5.tiktokv.us,,,,,,,No difference detected
webcast16-normal-useast5.tiktokv.us,,,,,,,No difference detected
webcast19-normal-useast5.tiktokv.us,,,,,,,No difference detected
webex-app-1a.v.vonageservices.com,,,,,,,No difference detected
webex-cloud.v.vonageservices.com,,,,,,,No difference detected
wetfs.global-1.telemetry.insights.video.a2z.com,,,,,,,No difference detected
whitepine.elwyn.org,,,,,,,No difference detected
widgets.outbrain.com,,,,,,,No difference detected
widgets.outbrainimg.com,,,,,,,No difference detected
wildcard.outbrainimg.com.edgekey.net,,,,,,,No difference detected
winatp-gw-eus.microsoft.com,,,,,,,No difference detected
word-telemetry.officeapps.live.com,,,,,,,No difference detected
worldaz.relay.skype.trafficmanager.net,,,,,,,No difference detected
wpad.board.elwyn.org,,,,,,,No difference detected
wpad.elwyn.org,,,,,,,No difference detected
wpad.external.elwyn.org,,,,,,,No difference detected
wpad.fhr.net,,,,,,,No difference detected
wpad.reddog.microsoft.com,,,,,,,No difference detected
www-cloudfront-alias.coursera.org,,,,,,,No difference detected
www.bing.com,,,,,,,No difference detected
www.bonappetit.com,,,,,,,No difference detected
www.coursera.org,,,,,,,No difference detected
www.delldisplaymanagerwindows.com,,,,,,,No difference detected
www.facebook.com,,,,,,,No difference detected
www.fastcompany.com,,,,,,,No difference detected
www.google-analytics.com,,,,,,,No difference detected
www.google.com,,,,,,,No difference detected
www.googleapis.com,,,,,,,No difference detected
www.gstatic.com,,,,,,,No difference detected
www.hcsis.dhs.pa.gov,,,,,,,No difference detected
www.microsoft.com,,,,,,,No difference detected
www.msftconnecttest.com,,,,,,,No difference detected
www.msn.com,,,,,,,No difference detected
www.parents.com,,,,,,,No difference detected
www.quantamagazine.org,,,,,,,No difference detected
www.technologyreview.com,,,,,,,No difference detected
www.theguardian.com,,,,,,,No difference detected
www.youtube.com,,,,,,,No difference detected
wychelm.elwyn.org,,,,,,,No difference detected
x.com,,,,,,,No difference detected
x1.c.lencr.org,,,,,,,No difference detected
xlogr-ue1.xdr.trendmicro.com,,,,,,,No difference detected
z-m-gateway.facebook.com,,,,,,,No difference detected
zca-vm-79852119,,,,,,,No difference detected
